"T";"BW";"Fcentroid";"Fmax";"Class"
12.5458333333333;3.21719921340754;25.654620686246;26.07421875;1
11.6875;3.64631101141128;25.4363240353756;25.95703125;1
3.8375;8.97440547896633;30.6135495347119;38.61328125;0
10.7375;2.93020190648593;25.8813330814949;26.044921875;1
9.47083333333333;4.91186751711566;25.7335010454736;26.015625;1
11.3291666666667;2.99777613699922;26.0240196680091;26.044921875;1
9.92083333333333;3.65102961264579;26.0272977348567;26.103515625;1
10.5458333333333;4.49230222646575;25.5841320418461;25.95703125;1
9.62916666666667;3.88895899020197;26.1688281770167;25.95703125;1
10.375;5.56313209454472;32.1886325014353;33.896484375;2
17.2458333333333;4.54858027432466;25.2717702053381;23.37890625;3
3.575;5.68681397144332;31.953919775957;33.779296875;2
17.3291666666667;4.60149242557047;25.2675797974745;23.701171875;3
8.92083333333333;5.26050101531431;32.1449477332433;33.8671875;2
17.5458333333333;4.24096878236373;25.0988576457462;23.291015625;3
5.96666666666667;5.40705622311208;24.2937844040968;22.939453125;0
6.30833333333333;5.73599543019726;31.8353685021814;33.984375;2
17.9083333333333;4.189289469294;25.2960165470567;23.408203125;3
9.02083333333333;5.40964642365535;32.2653872604233;33.8671875;2
18.9916666666667;4.21807057738211;25.3124067523137;23.5546875;3
15.0833333333333;5.19334594122436;32.2312073315638;33.896484375;2
19.2333333333333;4.12645359772388;25.1261540643748;23.61328125;3
10.9458333333333;5.2254872774032;32.0821382956409;33.80859375;2
19.8416666666667;3.97586855761412;24.9723937060472;23.466796875;3
12.875;5.24095954785448;32.1409613479258;33.8671875;2
23.95;3.72862896673528;24.7353713936232;23.4375;3
13.8303921568627;4.84425238680926;28.3656998390848;28.3386948529412;2
4.125;3.38937526755904;21.0962265371434;18.193359375;4
4.14166666666667;3.2843718349423;20.8340211039421;18.046875;4
4.16666666666667;3.23343443041379;20.7571421754051;18.6328125;4
4.125;3.26713332167491;20.8982722047653;18.33984375;4
4.14166666666667;3.30178182338611;20.7246847203392;17.783203125;4
4.175;3.30878076902075;20.7443484887906;18.28125;4
4.2;3.27242182580521;20.6533637442249;18.1640625;4
4.17083333333333;3.34112097296583;20.7751216794086;18.544921875;4
4.16666666666667;3.26082929765579;20.7014154124125;18.193359375;4
4.14166666666667;3.18104041690946;20.6971877583464;18.076171875;4
4.175;3.26113124166598;20.7443390366317;18.22265625;4
4.1625;3.29687583282561;20.7453626920964;18.6328125;4
4.14166666666667;3.31681655696438;20.674496688843;18.3984375;4
4.15833333333333;3.24690455658922;20.4991425240641;18.544921875;4
4.14583333333333;3.3079673580659;20.543256541799;17.6953125;4
4.175;3.26981441088255;20.5670377194565;18.076171875;4
4.17083333333333;3.33072291390349;20.7110604958378;18.134765625;4
4.1875;3.29817981232122;20.5870879599839;17.900390625;4
4.20416666666667;3.31111454352562;20.5538315354553;17.9296875;4
4.2125;3.34020720075574;20.5722399980262;17.9296875;4
4.22916666666667;3.2425002523136;20.5640717543951;18.1640625;4
4.22083333333333;3.18988393731466;20.597257523344;18.427734375;4
4.22083333333333;3.18317011694815;20.7066645738535;18.193359375;4
4.24583333333333;3.25043865486719;20.6057485845861;18.046875;4
4.21666666666667;3.15999002864598;20.5874097835535;18.369140625;4
4.22083333333333;3.18295103716726;20.6553236127248;18.310546875;4
4.225;3.22152081354965;20.8110162629959;17.9296875;4
4.225;3.12624463026353;20.7777081762263;18.779296875;4
4.24166666666667;3.21397800938877;20.6381272820044;18.22265625;4
4.225;3.21100379903921;20.6988503308329;18.3984375;4
4.14583333333333;3.25045661858874;20.721083555934;18.1640625;4
4.125;3.25489677879441;20.8231595328275;18.046875;4
4.12916666666667;3.28920378842017;20.677185052095;18.369140625;4
4.14583333333333;3.31559401905581;20.6048564505191;18.69140625;4
4.17916666666667;3.42316390885297;20.7671963940234;18.1640625;4
